EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,STATE_NAME,COUNTY_NAME,ARPT_NAME,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ELEV,ELEV_METHOD_CODE,MAG_VARN,MAG_HEMIS,MAG_VARN_YEAR,ICAO_ID
2025-11-27,00207.1,A,AL,61A,CAMDEN,US,ALABAMA,WILCOX,CAMDEN MUNI,31,58,47.1,N,31.97975,87,20,20.8,W,-87.33911111,142.9,S,3,W,2020,NA
2025-11-27,00218.12,A,AL,PYP,CENTRE,US,ALABAMA,CHEROKEE,CENTRE PIEDMONT/CHEROKEE COUNTY RGNL,34,5,23.7,N,34.08991666,85,36,36.3,W,-85.61008333,594.6,E,4,W,2010,KPYP
2025-11-27,00218.7,A,AL,0A8,CENTREVILLE,US,ALABAMA,BIBB,BIBB COUNTY,32,56,12.98,N,32.93693888,87,5,25.97,W,-87.09054722,250.9,S,2,W,2010,NA
2025-11-27,00226.5,A,AL,5R1,CHATOM,US,ALABAMA,WASHINGTON,ROY WILCOX,31,27,6.0008,N,31.45166688,88,11,39.9359,W,-88.19442663,166,E,1,W,1985,NA
2025-11-27,00233.,A,AL,02A,CLANTON,US,ALABAMA,CHILTON,CHILTON COUNTY,32,51,1.7441,N,32.85048447,86,36,41.1569,W,-86.61143247,584.7,S,4,W,2020,NA
2025-11-27,00234.,A,AL,11A,CLAYTON,US,ALABAMA,BARBOUR,CLAYTON MUNI,31,52,59.968,N,31.88332444,85,29,6.809,W,-85.48522472,434.9,S,4,W,2015,NA
2025-11-27,00245.,A,AL,9A4,COURTLAND,US,ALABAMA,LAWRENCE,COURTLAND,34,39,29.37,N,34.65815833,87,20,54.809,W,-87.34855805,588,E,3,W,2015,NA
2025-11-27,00246.,A,AL,15A,CREOLA,US,ALABAMA,MOBILE,MARK REYNOLDS/NORTH MOBILE COUNTY,30,54,32.9,N,30.90913888,87,59,46.8,W,-87.99633333,8,E,1,E,1985,NA
2025-11-27,00248.3,A,AL,CMD,CULLMAN,US,ALABAMA,CULLMAN,CULLMAN RGNL/FOLSOM FLD,34,16,7.329,N,34.2687025,86,51,28.927,W,-86.85803527,969.6,S,3,W,2015,KCMD
2025-11-27,00250.1,A,AL,4R9,DAUPHIN ISLAND,US,ALABAMA,MOBILE,JEREMIAH DENTON,30,15,37.734,N,30.26048166,88,7,38.903,W,-88.12747305,4.6,S,2,E,1985,NA
2025-11-27,00251.,A,AL,DCU,DECATUR,US,ALABAMA,LIMESTONE,PRYOR FLD RGNL,34,39,14.6,N,34.65405555,86,56,43.3,W,-86.94536111,592,S,4,W,2020,KDCU
2025-11-27,00254.,A,AL,DYA,DEMOPOLIS,US,ALABAMA,MARENGO,DEMOPOLIS RGNL,32,27,49.8,N,32.46383333,87,57,14.6,W,-87.95405555,111.7,S,2,W,2010,KDYA
2025-11-27,00267.,A,AL,DHN,DOTHAN,US,ALABAMA,DALE,DOTHAN RGNL,31,19,15.7,N,31.32102777,85,26,58.1,W,-85.44947222,400.8,S,3,W,2010,KDHN
2025-11-27,00267.6,A,AL,14J,ELBA,US,ALABAMA,COFFEE,CARL FOLSOM,31,24,36.15,N,31.41004166,86,5,25.21,W,-86.09033611,258,E,0,W,1985,NA
2025-11-27,00287.1,A,AL,EDN,ENTERPRISE,US,ALABAMA,COFFEE,ENTERPRISE MUNI,31,17,59,N,31.29972222,85,53,59.4,W,-85.89983333,360.9,S,3,W,2005,KEDN
2025-11-27,00290.,A,AL,EUF,EUFAULA,US,ALABAMA,BARBOUR,WEEDON FLD,31,57,4.7,N,31.95130555,85,7,44.1,W,-85.12891666,285.2,S,4,W,2010,KEUF
2025-11-27,00293.,A,AL,3A7,EUTAW,US,ALABAMA,GREENE,EUTAW MUNI,32,49,13.5,N,32.82041666,87,51,54.3,W,-87.86508333,170,S,1,E,1985,NA
2025-11-27,00296.,A,AL,GZH,EVERGREEN,US,ALABAMA,CONECUH,EVERGREEN RGNL/MIDDLETON FLD,31,24,54,N,31.415,87,2,36.1,W,-87.04336111,259,S,3,W,2015,KGZH
2025-11-27,00300.3,A,AL,CQF,FAIRHOPE,US,ALABAMA,BALDWIN,H L SONNY CALLAHAN,30,27,37.8,N,30.4605,87,52,37.3,W,-87.87702777,91.1,S,1,W,2005,KCQF
2025-11-27,00302.,A,AL,M95,FAYETTE,US,ALABAMA,FAYETTE,RICHARD ARTHUR FLD,33,42,32.781,N,33.70910583,87,48,54.751,W,-87.81520861,357.4,S,3,W,2020,NA
2025-11-27,00308.5,A,AL,0J4,FLORALA,US,ALABAMA,COVINGTON,FLORALA MUNI,31,2,32.905,N,31.04247361,86,18,41.62,W,-86.31156111,314.3,S,2,W,2000,NA
2025-11-27,00323.3,A,AL,5R4,FOLEY,US,ALABAMA,BALDWIN,HOLK FLD AT FOLEY MUNI,30,25,39.6,N,30.42766666,87,42,3.5,W,-87.70097222,74.3,S,2,W,2010,NA
2025-11-27,00323.4,A,AL,NBJ,FOLEY,US,ALABAMA,BALDWIN,BARIN NOLF,30,23,25.1299,N,30.39031386,87,37,53.6163,W,-87.63156008,50.8,S,1,E,1985,KNBJ
2025-11-27,00326.,A,AL,67A,FORT DEPOSIT,US,ALABAMA,LOWNDES,FORT DEPOSIT-LOWNDES COUNTY,31,58,20.535,N,31.97237083,86,35,29.909,W,-86.59164138,490,E,0,E,1985,NA
2025-11-27,00328.1,A,AL,4A9,FORT PAYNE,US,ALABAMA,DE KALB,ISBELL FLD,34,28,25.3,N,34.47369444,85,43,17,W,-85.72138888,876.7,S,4,W,2010,NA
2025-11-27,00329.,A,AL,OZR,FORT RUCKER,US,ALABAMA,DALE,CAIRNS AAF (FORT RUCKER),31,16,32.797,N,31.27577694,85,42,48.064,W,-85.71335111,301,E,3,W,2010,KOZR
2025-11-27,00329.01,H,AL,HEY,FORT RUCKER,US,ALABAMA,DALE,HANCHEY AHP (FORT RUCKER),31,21,20.643,N,31.35573416,85,39,6.707,W,-85.65186305,317.9,S,3,W,2010,KHEY
2025-11-27,00329.03,H,AL,LOR,FORT RUCKER,US,ALABAMA,DALE,LOWE AHP (FORT RUCKER),31,21,21,N,31.35583333,85,45,4.2,W,-85.75116666,294.3,E,3,W,2010,KLOR
2025-11-27,00329.06,H,AL,FHK,FORT RUCKER,US,ALABAMA,DALE,KNOX AHP,31,19,0.618,N,31.31683833,85,39,59.767,W,-85.66660194,225,E,0,E,1985,KFHK
2025-11-27,00329.07,H,AL,SXS,FORT RUCKER,US,ALABAMA,COFFEE,SHELL AHP,31,21,45.61,N,31.36266944,85,50,57.78,W,-85.84938333,406,E,3,W,2025,KSXS
2025-11-27,00333.,A,AL,GAD,GADSDEN,US,ALABAMA,ETOWAH,NORTHEAST ALABAMA RGNL,33,58,13.459,N,33.97040527,86,5,28.639,W,-86.09128861,569.2,S,3,W,2010,KGAD
2025-11-27,00344.1,A,AL,33J,GENEVA,US,ALABAMA,GENEVA,GENEVA MUNI,31,3,9.45,N,31.052625,85,52,8.2,W,-85.86894444,100.3,E,4,W,2015,NA
2025-11-27,00350.1,A,AL,7A0,GREENSBORO,US,ALABAMA,HALE,GREENSBORO MUNI,32,40,53.545,N,32.68154027,87,39,43.449,W,-87.66206916,175.1,S,1,W,2005,NA
2025-11-27,00353.1,A,AL,PRN,GREENVILLE,US,ALABAMA,BUTLER,MAC CRENSHAW MEML,31,50,44.5,N,31.84569444,86,36,38.7,W,-86.61075,451.4,S,2,W,2005,KPRN
2025-11-27,00359.7,A,AL,JKA,GULF SHORES,US,ALABAMA,BALDWIN,GULF SHORES INTL/JACK EDWARDS FLD,30,17,22.7,N,30.28963888,87,40,18.4,W,-87.67177777,17.1,S,0,E,2000,KJKA
2025-11-27,00360.,A,AL,8A1,GUNTERSVILLE,US,ALABAMA,MARSHALL,GUNTERSVILLE MUNI/JOE STARNES FLD,34,24,22.2811,N,34.40618919,86,15,39.133,W,-86.26087027,614.6,S,4,W,2020,NA
2025-11-27,00363.,A,AL,1M4,HALEYVILLE,US,ALABAMA,WINSTON,POSEY FLD,34,16,49.2,N,34.28033333,87,36,1.5,W,-87.60041666,929.8,S,1,W,2000,NA
2025-11-27,00366.1,A,AL,HAB,HAMILTON,US,ALABAMA,MARION,MARION COUNTY-RANKIN FITE,34,7,1,N,34.11694444,87,59,53.6,W,-87.99822222,436,S,1,E,1985,KHAB
2025-11-27,00374.1,A,AL,5M0,HARTSELLE,US,ALABAMA,MORGAN,HARTSELLE/MORGAN COUNTY RGNL,34,24,29.6,N,34.40822222,86,55,58.6,W,-86.93294444,628.5,S,3,W,2015,NA
2025-11-27,00375.5,A,AL,M38,HAZEL GREEN,US,ALABAMA,MADISON,HAZEL GREEN,34,54,58.075,N,34.91613194,86,38,49.365,W,-86.64704583,814,E,0,W,1985,NA
2025-11-27,00376.,A,AL,HDL,HEADLAND,US,ALABAMA,HENRY,HEADLAND MUNI,31,21,50.9,N,31.36413888,85,18,45.1,W,-85.31252777,358.6,S,3,W,2005,KHDL
2025-11-27,00385.1,A,AL,HSV,HUNTSVILLE,US,ALABAMA,MADISON,HUNTSVILLE INTL-CARL T JONES FLD,34,38,13.909,N,34.63719694,86,46,30.195,W,-86.77505416,628.9,S,4,W,2020,KHSV
2025-11-27,00385.2,A,AL,3M5,HUNTSVILLE,US,ALABAMA,MADISON,MOONTOWN,34,44,50.5,N,34.74736111,86,27,39.5,W,-86.46097222,655,E,1,W,1985,NA
2025-11-27,00385.4,A,AL,MDQ,HUNTSVILLE,US,ALABAMA,MADISON,HUNTSVILLE EXEC TOM SHARP JR FLD,34,51,33.668,N,34.85935222,86,33,27.05,W,-86.55751388,763.2,S,4,W,2015,KMDQ
2025-11-27,00394.1,A,AL,4R3,JACKSON,US,ALABAMA,CLARKE,JACKSON MUNI,31,28,14.015,N,31.47055972,87,53,45.245,W,-87.89590138,62.4,E,2,W,2010,NA
2025-11-27,00401.3,A,AL,JFX,JASPER,US,ALABAMA,WALKER,WALKER COUNTY/BEVILL FLD,33,54,7.2,N,33.902,87,18,49.8,W,-87.31383333,482.6,S,1,W,1995,KJFX
2025-11-27,00410.1,A,AL,7A3,LANETT,US,ALABAMA,CHAMBERS,LANETT RGNL,32,48,42.636,N,32.81184333,85,13,46.151,W,-85.22948638,630.9,S,5,W,2025,NA
2025-11-27,00425.1,A,AL,04A,LUVERNE,US,ALABAMA,CRENSHAW,FRANK SIKES,31,44,10.993,N,31.73638694,86,15,44.8367,W,-86.26245463,302,S,0,W,1985,NA
2025-11-27,00428.21,A,AL,A08,MARION,US,ALABAMA,PERRY,VAIDEN FLD,32,30,37.8,N,32.5105,87,23,5.2,W,-87.38477777,220,S,3,W,2015,NA
2025-11-27,00437.,A,AL,BFM,MOBILE,US,ALABAMA,MOBILE,MOBILE INTL,30,37,36.41,N,30.62678055,88,4,5.127,W,-88.06809083,26.2,S,1,W,2005,KBFM
2025-11-27,00438.,A,AL,MOB,MOBILE,US,ALABAMA,MOBILE,MOBILE RGNL,30,41,29.1,N,30.69141666,88,14,34.2,W,-88.24283333,218.7,S,3,W,2025,KMOB
2025-11-27,00440.2,A,AL,MVC,MONROEVILLE,US,ALABAMA,MONROE,MONROE COUNTY AEROPLEX,31,27,29,N,31.45805555,87,21,3.7,W,-87.35102777,419.1,S,2,E,1975,KMVC
2025-11-27,00446.,A,AL,MXF,MONTGOMERY,US,ALABAMA,MONTGOMERY,MAXWELL AFB,32,22,58.6,N,32.38294444,86,21,56.8,W,-86.36577777,170.8,E,2,W,2005,KMXF
2025-11-27,00447.,A,AL,MGM,MONTGOMERY,US,ALABAMA,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FLD),32,18,2.3,N,32.30063888,86,23,38.3,W,-86.39397222,232,S,1,W,1990,KMGM
2025-11-27,00455.,A,AL,MSL,MUSCLE SHOALS,US,ALABAMA,COLBERT,NORTHWEST ALABAMA RGNL,34,44,43.1,N,34.74530555,87,36,36.8,W,-87.61022222,550.5,S,3,W,2015,KMSL
2025-11-27,00463.1,A,AL,20A,ONEONTA,US,ALABAMA,BLOUNT,ROBBINS FLD,33,58,16.6,N,33.97127777,86,22,49.4,W,-86.38038888,1124.9,S,3,W,2010,NA
2025-11-27,00480.1,A,AL,71J,OZARK,US,ALABAMA,DALE,OZARK/BLACKWELL FLD,31,25,54.5232,N,31.431812,85,37,13.9221,W,-85.62053391,357.9,S,4,W,2015,NA
2025-11-27,00480.6,A,AL,PLR,PELL CITY,US,ALABAMA,ST CLAIR,ST CLAIR COUNTY,33,33,31.8,N,33.55883333,86,14,56.6,W,-86.24905555,484.7,S,4,W,2020,KPLR
2025-11-27,00481.91,A,AL,1A9,PRATTVILLE,US,ALABAMA,AUTAUGA,PRATTVILLE/GROUBY FLD,32,26,19.4,N,32.43872222,86,30,45.7,W,-86.51269444,224.9,S,3,W,2015,NA
2025-11-27,00492.5,A,AL,HUA,REDSTONE ARSNL HUNTSVILLE,US,ALABAMA,MADISON,REDSTONE AAF,34,40,43.179,N,34.67866083,86,41,5.246,W,-86.68479055,685.4,E,4,W,2020,KHUA
2025-11-27,00494.,A,AL,3M8,REFORM,US,ALABAMA,PICKENS,NORTH PICKENS,33,23,12.31,N,33.38675277,88,0,23.685,W,-88.00657916,236.8,E,1,W,2000,NA
2025-11-27,00498.,A,AL,7A5,ROANOKE,US,ALABAMA,RANDOLPH,ROANOKE MUNI ENLOE,33,7,46.84,N,33.12967777,85,22,19.975,W,-85.37221527,907,E,1,W,1985,NA
2025-11-27,00502.1,A,AL,M22,RUSSELLVILLE,US,ALABAMA,FRANKLIN,BILL PUGH FLD,34,26,42.3,N,34.44508333,87,42,41.9,W,-87.71163888,717.8,S,2,W,2010,NA
2025-11-27,00507.,A,AL,2R5,ST ELMO,US,ALABAMA,MOBILE,ST ELMO,30,30,6.9,N,30.50191666,88,16,30.4,W,-88.27511111,132.4,S,0,E,2000,NA
2025-11-27,00507.02,A,AL,1A4,SAMSON,US,ALABAMA,GENEVA,LOGAN FLD,31,6,13.33,N,31.10370277,86,3,45.36,W,-86.0626,200,E,NA,NA,NA,NA
2025-11-27,00509.1,A,AL,4A6,SCOTTSBORO,US,ALABAMA,JACKSON,SCOTTSBORO MUNI-WORD FLD,34,41,19.336,N,34.68870444,86,0,21.355,W,-86.00593194,650.5,S,3,W,2010,NA
2025-11-27,00511.,A,AL,SEM,SELMA,US,ALABAMA,DALLAS,CRAIG FLD,32,20,38.208,N,32.34394666,86,59,16.1,W,-86.98780555,166.2,S,3,W,2015,KSEM
2025-11-27,00520.2,A,AL,7A6,STEVENSON,US,ALABAMA,JACKSON,STEVENSON,34,53,10.595,N,34.88627638,85,48,11.84,W,-85.80328888,644,E,1,W,1985,NA
2025-11-27,00521.,C,AL,HL2,STOCKTON,US,ALABAMA,BALDWIN,HUBBARD LANDING,31,3,49,N,31.06361111,87,52,12,W,-87.87,8,E,NA,NA,NA,NA
2025-11-27,00522.11,A,AL,NFD,SUMMERDALE,US,ALABAMA,WILCOX,SUMMERDALE NOLF,30,30,27.4661,N,30.50762947,87,38,48.7585,W,-87.64687736,130.3,S,1,E,1985,KNFD
2025-11-27,00525.1,A,AL,SCD,SYLACAUGA,US,ALABAMA,TALLADEGA,MERKEL FLD SYLACAUGA MUNI,33,10,18.6,N,33.17183333,86,18,19.9,W,-86.30552777,568.9,S,3,W,2005,KSCD
2025-11-27,00528.1,A,AL,ASN,TALLADEGA,US,ALABAMA,TALLADEGA,TALLADEGA MUNI,33,34,10.215,N,33.56950416,86,3,4.325,W,-86.05120138,528.8,S,3,W,2010,KASN
2025-11-27,00546.,A,AL,TOI,TROY,US,ALABAMA,PIKE,TROY MUNI AT N KENNETH CAMPBELL FLD,31,51,36,N,31.86,86,0,50,W,-86.01388888,397.2,S,4,W,2015,KTOI
2025-11-27,00554.,A,AL,TCL,TUSCALOOSA,US,ALABAMA,TUSCALOOSA,TUSCALOOSA NTL,33,13,14.264,N,33.22062888,87,36,41.054,W,-87.61140388,169.9,S,0,E,1990,KTCL
2025-11-27,00561.,A,AL,06A,TUSKEGEE,US,ALABAMA,MACON,MOTON FLD MUNI,32,27,37.7,N,32.46047222,85,40,48.1,W,-85.68002777,264,S,3,W,2010,NA
2025-11-27,00565.,A,AL,07A,UNION SPRINGS,US,ALABAMA,BULLOCK,FRANKLIN FLD,32,10,3.333,N,32.1675925,85,48,40.308,W,-85.81119666,301,S,1,W,1985,NA
2025-11-27,00570.,A,AL,M55,VERNON,US,ALABAMA,LAMAR,LAMAR COUNTY,33,50,48.188,N,33.84671888,88,6,55.713,W,-88.11547583,463,S,2,W,2010,NA
2025-11-27,00590.,A,AL,08A,WETUMPKA,US,ALABAMA,ELMORE,WETUMPKA MUNI,32,31,38.4,N,32.52733333,86,19,51.7,W,-86.33102777,197.1,S,3,W,2010,NA
2025-11-27,00626.,A,AZ,P01,AJO,US,ARIZONA,PIMA,ERIC MARCUS MUNI,32,27,10.405,N,32.45289027,112,51,41.07,W,-112.86140833,1450,E,9,E,2015,NA
2025-11-27,00630.3,A,AZ,E51,BAGDAD,US,ARIZONA,YAVAPAI,BAGDAD,34,35,34.42,N,34.59289444,113,10,19.015,W,-113.17194861,4195.7,E,13,E,1985,NA
2025-11-27,00632.1,A,AZ,E95,BENSON,US,ARIZONA,COCHISE,BENSON MUNI/PAUL KERCHUM FLD,31,59,58,N,31.99944444,110,21,28.7,W,-110.35797222,3830.9,S,12,E,1995,NA
2025-11-27,00634.,A,AZ,P04,BISBEE,US,ARIZONA,COCHISE,BISBEE MUNI,31,21,50.365,N,31.36399027,109,52,59.263,W,-109.88312861,4780,E,12,E,1985,NA
2025-11-27,00640.3,A,AZ,BXK,BUCKEYE,US,ARIZONA,MARICOPA,BUCKEYE MUNI,33,25,21.122,N,33.42253388,112,41,10.442,W,-112.68623388,1033,S,13,E,1985,KBXK
2025-11-27,00640.5,A,AZ,IFP,BULLHEAD CITY,US,ARIZONA,MOHAVE,LAUGHLIN/BULLHEAD INTL,35,9,16.612,N,35.15461444,114,33,33.596,W,-114.55933222,707.1,S,12,E,2005,KIFP
2025-11-27,00640.51,A,AZ,A20,BULLHEAD CITY,US,ARIZONA,MOHAVE,SUN VALLEY,35,0,20.3,N,35.00563888,114,33,54.1,W,-114.56502777,725,E,14,E,1985,NA
2025-11-27,00642.9,A,AZ,CGZ,CASA GRANDE,US,ARIZONA,PINAL,CASA GRANDE MUNI,32,57,17.633,N,32.95489805,111,46,0.552,W,-111.76682,1464.4,S,12,E,2000,KCGZ
2025-11-27,00645.11,A,AZ,P19,CHANDLER,US,ARIZONA,MARICOPA,STELLAR AIRPARK,33,17,55.576,N,33.29877111,111,54,56.835,W,-111.9157875,1178.5,S,13,E,1980,NA
2025-11-27,00648.,A,AZ,CHD,CHANDLER,US,ARIZONA,MARICOPA,CHANDLER MUNI,33,16,8.746,N,33.26909611,111,48,40.036,W,-111.81112111,1243.4,S,12,E,2000,KCHD
2025-11-27,00653.01,A,AZ,E91,CHINLE,US,ARIZONA,APACHE,CHINLE MUNI,36,6,33.5,N,36.10930555,109,34,31.7,W,-109.57547222,5550,S,11,E,2010,NA
2025-11-27,00655.,A,AZ,Z95,CIBECUE,US,ARIZONA,NAVAJO,CIBECUE,34,0,12,N,34.00333333,110,26,39,W,-110.44416666,5037,E,12,E,2000,NA
2025-11-27,00658.,A,AZ,CFT,CLIFTON/MORENCI,US,ARIZONA,GREENLEE,GREENLEE COUNTY,32,57,25.3391,N,32.95703863,109,12,40.1843,W,-109.2111623,3797.8,S,10,E,2010,KCFT
2025-11-27,00660.7,A,AZ,AZC,COLORADO CITY,US,ARIZONA,MOHAVE,COLORADO CITY MUNI,36,57,35.8,N,36.95994444,113,0,50,W,-113.01388888,4873.8,S,13,E,1995,KAZC
2025-11-27,00662.,A,AZ,P08,COOLIDGE,US,ARIZONA,PINAL,COOLIDGE MUNI,32,56,9.686,N,32.93602388,111,25,35.302,W,-111.42647277,1576.1,S,12,E,1985,NA
2025-11-27,00665.,A,AZ,P52,COTTONWOOD,US,ARIZONA,YAVAPAI,COTTONWOOD,34,43,48.202,N,34.73005611,112,2,6.494,W,-112.03513722,3560.3,S,11,E,2015,NA
2025-11-27,00670.,A,AZ,DGL,DOUGLAS,US,ARIZONA,COCHISE,DOUGLAS MUNI,31,20,33.37,N,31.34260277,109,30,23.236,W,-109.50645444,4173,S,12,E,1985,KDGL
2025-11-27,00670.2,A,AZ,P03,DOUGLAS,US,ARIZONA,COCHISE,COCHISE COLLEGE,31,22,16.73,N,31.37131388,109,41,23.83,W,-109.68995277,4146,E,12,E,1985,NA
2025-11-27,00671.,A,AZ,DUG,DOUGLAS BISBEE,US,ARIZONA,COCHISE,BISBEE DOUGLAS INTL,31,28,8.2,N,31.46894444,109,36,13.5,W,-109.60375,4150.2,S,12,E,1980,KDUG
2025-11-27,00672.54,A,AZ,E60,ELOY,US,ARIZONA,PINAL,ELOY MUNI,32,48,24.199,N,32.80672194,111,35,11.855,W,-111.58662638,1511.1,S,12,E,1985,NA
2025-11-27,00674.,A,AZ,FLG,FLAGSTAFF,US,ARIZONA,COCONINO,FLAGSTAFF PULLIAM,35,8,25.137,N,35.14031583,111,40,9.269,W,-111.66924138,7014.7,S,10,E,2020,KFLG
2025-11-27,00682.,A,AZ,FHU,FORT HUACHUCA SIERRA VISTA,US,ARIZONA,COCHISE,SIERRA VISTA MUNI-LIBBY AAF,31,35,18.5,N,31.58847222,110,20,39.8,W,-110.34438888,4719.1,S,10,E,2015,KFHU
2025-11-27,00687.1,A,AZ,E63,GILA BEND,US,ARIZONA,MARICOPA,GILA BEND MUNI,32,57,36.61,N,32.96016944,112,40,25.095,W,-112.6736375,788.7,E,13,E,1985,NA
2025-11-27,00688.,A,AZ,GAX,GILA BEND,US,ARIZONA,MARICOPA,WILLIAMS AUXILIARY AIRFIELD 6,32,53,6.9,N,32.88525,112,48,58.7,W,-112.81630555,806,E,13,E,1985,KGAX
2025-11-27,00689.,A,AZ,GXF,GILA BEND,US,ARIZONA,MARICOPA,GILA BEND AF AUX,32,53,16.2424,N,32.88784511,112,43,10.6062,W,-112.71961283,881,E,10,E,2030,KGXF
2025-11-27,00692.21,A,AZ,GEU,GLENDALE,US,ARIZONA,MARICOPA,GLENDALE RGNL,33,31,36.9,N,33.52691666,112,17,42.5,W,-112.29513888,1071.3,S,12,E,1995,KGEU
2025-11-27,00692.25,A,AZ,LUF,GLENDALE,US,ARIZONA,MARICOPA,LUKE AFB,33,32,5.86,N,33.53496111,112,22,59.544,W,-112.38320666,1083.9,S,10,E,2025,KLUF
2025-11-27,00694.,A,AZ,P13,GLOBE,US,ARIZONA,GILA,SAN CARLOS APACHE,33,21,11.3,N,33.35313888,110,40,2.5,W,-110.66736111,3260.8,S,12,E,2000,NA
2025-11-27,00696.71,A,AZ,GYR,GOODYEAR,US,ARIZONA,MARICOPA,PHOENIX GOODYEAR,33,25,23.8,N,33.42327777,112,22,31.3,W,-112.37536111,969.1,S,10,E,2020,KGYR
2025-11-27,00700.1,A,AZ,GCN,GRAND CANYON,US,ARIZONA,COCONINO,GRAND CANYON NTL PARK,35,57,8.5,N,35.95236111,112,8,49.1,W,-112.14697222,6608.9,S,11,E,2020,KGCN
2025-11-27,00700.11,A,AZ,40G,GRAND CANYON,US,ARIZONA,COCONINO,VALLE,35,39,2.035,N,35.65056527,112,8,53.131,W,-112.14809194,5999,S,13,E,1995,NA
